327,2
328,4
329,6
330,8
331,5
332,1
333,7
334,8
335,6
336,4
337,4
338,4
339,8
340,4
341,4
342,2
343,4
344,6
345,5
346,6
347,3
348,2
349,1
350,1
351,8
352,4
353,1
354,1
355,1
356,1
357,1
358,5
359,1
360,3
361,2
362,5
363,5
364,3
365,2
366,4
367,3
368,1
369,5
370,6
371,6
372,1
373,1
374,1
375,6
376,8
377,3
378,5
379,5
380,3
381,7
382,4
383,5
384,4
385,4
386,4
387,6
388,1
389,1
390,4
391,8
392,4
393,4
394,4
395,3
396,4
397,2
398,1
399,4
400,7
401,1
402,7
403,7
404,1
405,4
406,3
407,7
408,6
409,1
410,7
411,2
412,1
413,7
414,7
415,3
416,3
417,6
418,3
419,2
420,4
421,1
422,7
423,1
424,8
425,1
426,4
427,1
428,4
429,4
430,4
431,1
432,1
433,7
434,4
435,8
436,4
437,1
438,1
439,1
440,7
441,7
442,5
443,3
444,6
445,8
446,7
447,7
448,1
449,6
450,6
451,6
452,6
453,6
454,6
455,5
456,5
457,2
458,1
459,2
460,1
461,4
462,3
463,6
464,8
465,1
466,8
467,2
468,1
469,4
470,8
471,7
472,2
473,1
474,7
475,8
476,8
477,8
478,7
479,6
480,8
481,8
482,4
483,7
484,6
485,8
486,8
487,8
488,8
489,8
490,5
491,5
492,1
493,3
494,8
495,3
496,1
497,7
498,4
499,6
500,8
501,1
502,1
503,8
504,8
505,3
506,2
507,4
508,8
509,8
510,8
511,8
512,5
513,2
514,3
515,4
516,6
517,8
518,3
519,3
520,8
521,1
522,7
523,1
524,7
525,4
526,4
527,7
528,8
529,4
530,1
531,8
532,1
533,2
534,7
535,7
536,1
537,7
538,3
539,8
540,1
541,8
542,1
543,5
544,4
545,7
546,2
547,6
548,7
549,6
550,6
551,6
552,8
553,8
554,6
555,8
556,8
557,4
558,1
559,7
560,3
561,5
562,8
563,5
564,5
565,5
566,5
567,5
568,5
569,5
570,7
571,8
572,5
573,3
574,5
575,8
576,6
577,4
578,4
579,5
580,8
581,8
582,7
583,5
584,6
585,5
586,5
587,8
588,7
589,7
590,6
591,4
592,1
593,5
594,5
595,5
596,5
597,6
598,4
599,8
600,8
601,6
602,5
603,7
604,2
605,1
606,6
607,6
608,8
609,8
610,8
611,8
612,6
613,8
614,8
615,5
616,5
617,8
618,8
619,2
620,6
621,8
622,8
623,8
624,6
625,4
626,7
627,8
628,6
629,8
630,6
631,5
632,6
633,5
634,8
635,8
636,7
637,8
638,5
639,4
640,6
641,6
642,6
643,8
644,8
645,7
646,2
647,6
648,6
649,8
650,3
651,3
652,6
653,1
654,8
655,7
656,7
657,7
658,7
659,8
660,7
661,6
662,8
663,5
664,8
665,8
666,4
667,1
668,2
669,2
670,7
671,3
672,8
673,8
674,8
675,8
676,8
677,8
678,8
679,2
680,5
681,7
682,8
683,8
684,8
685,8
686,5
687,7
688,5
689,5
690,5
691,6
692,7
693,1
694,8
695,3
696,5
697,8
698,6
699,1
700,6
701,6
702,1
703,6
704,8
705,8
706,8
707,8
708,5
709,8
710,8
711,7
712,7
713,7
714,4
715,8
716,5
717,6
718,8
719,1
720,1
721,5
722,1
723,5
724,6
725,6
726,5
727,8
728,4
729,1
730,8
731,1
732,1
733,8
734,1
735,8
736,7
737,6
738,7
739,6
740,7
741,7
742,8
743,8
744,8
745,8
746,7
747,7
748,7
749,7
750,1
751,6
752,8
753,1
754,6
755,2
756,5
757,5
758,6
759,7
760,1
761,8
762,8
763,8
764,7
765,6
766,7
767,1
768,8
769,8
770,8
771,6
772,7
773,6
774,6
775,7
776,7
777,8
778,8
779,5
780,6
781,8
782,8
783,5
784,7
785,1
786,7
787,8
788,7
789,7
790,8
791,7
792,8
793,8
794,7
795,7
796,8
797,8
798,8
799,8
800,1
801,1
802,5
803,7
804,8
805,8
806,8
807,7
808,8
809,1
810,7
811,7
812,7
813,7
814,7
815,7
816,6
817,1
818,4
819,7
820,6
821,6
822,8
823,1
824,8
825,8
826,1
827,1
828,1
829,7
830,7
831,7
832,7
833,7
834,1
835,6
836,3
837,6
838,7
839,7
840,1
841,4
842,1
843,8
844,7
845,7
846,5
847,5
848,2
849,1
850,7
851,7
852,6
853,1
854,7
855,8
856,1
857,3
858,7
859,7
860,4
861,4
862,6
863,6
864,6
865,7
866,6
867,5
868,7
869,6
870,8
871,6
872,7
873,4
874,1
875,7
876,6
877,8
